batch 0: [0.6318058371543884, 0.6090508103370667, 0.6194432973861694, 0.6583518981933594, 0.6476649045944214, 0.6557101011276245, 0.6043179035186768, 0.6489869356155396, 0.6505313515663147, 0.6828530430793762, 0.6290293335914612, 0.6638509035110474, 0.6074913144111633, 0.649937629699707, 0.590410053730011, 0.6582035422325134]
batch 1: [0.614769458770752, 0.7221168279647827, 0.6296743154525757, 0.6303474307060242, 0.8130085468292236, 0.7962430715560913, 0.6490589380264282, 0.6594792008399963, 0.7006208896636963, 0.754306435585022, 0.753431499004364, 0.7839000225067139, 0.687560498714447, 0.711408257484436, 0.6342286467552185, 0.7082812786102295]
batch 2: [0.7035610675811768, 0.7592702507972717, 0.696336030960083, 0.6100530028343201, 0.6426823139190674, 0.7878091931343079, 0.612998366355896, 0.6321287155151367, 0.6595594882965088, 0.6645238995552063, 0.7926710247993469, 0.7495818138122559, 0.652491569519043, 0.691835343837738, 0.532463788986206, 0.7875568270683289]
batch 3: [0.6494945883750916, 0.7631139159202576, 0.7390181422233582, 0.7097166776657104, 0.7286999821662903, 0.7064151167869568, 0.760451078414917, 0.7034087777137756, 0.732260525226593, 0.7224922776222229, 0.738358199596405, 0.689142107963562, 0.7315749526023865, 0.7215266823768616, 0.6983654499053955, 0.6809232234954834]
batch 4: [0.663036048412323, 0.6774118542671204, 0.6705944538116455, 0.6025311946868896, 0.7491759061813354, 0.7385200262069702, 0.6444616913795471, 0.621721088886261, 0.5910071134567261, 0.6417210102081299, 0.7130637168884277, 0.6665917634963989, 0.5764177441596985, 0.7096940875053406, 0.6573116183280945, 0.6893389225006104]
batch 5: [0.6142901182174683, 0.6447635293006897, 0.6320717334747314, 0.6617651581764221, 0.6954159736633301, 0.6287884712219238, 0.6024132370948792, 0.7035282254219055, 0.6409035921096802, 0.6878646016120911, 0.7118834853172302, 0.6623121500015259, 0.6473370790481567, 0.5993123054504395, 0.5974933505058289, 0.6588928699493408]
batch 6: [0.5879698991775513, 0.7493516802787781, 0.5636734962463379, 0.6287627220153809, 0.6799588799476624, 0.7023317217826843, 0.6369378566741943, 0.6352581977844238, 0.6681510210037231, 0.6486801505088806, 0.6669185757637024, 0.649924635887146, 0.6717220544815063, 0.6362800002098083, 0.61972576379776, 0.6658710837364197]
batch 7: [0.5920242071151733, 0.6497793793678284, 0.6439763307571411, 0.5948378443717957, 0.7014376521110535, 0.6627140641212463, 0.6062449812889099, 0.6584885716438293, 0.6093431711196899, 0.6784127950668335, 0.677006185054779, 0.6242260336875916, 0.638201117515564, 0.603399395942688, 0.5741220116615295, 0.6459215879440308]
batch 8: [0.5516104102134705, 0.6038831472396851, 0.5881741046905518, 0.6070309281349182, 0.6906841397285461, 0.6521757245063782, 0.6901773810386658, 0.6323742270469666, 0.6701712012290955, 0.6999502778053284, 0.6737658381462097, 0.6562665104866028, 0.642396867275238, 0.7182725667953491, 0.6471340656280518, 0.6784563660621643]
batch 9: [0.6556986570358276, 0.6664004921913147, 0.6817859411239624, 0.6707618236541748, 0.6587877869606018, 0.665458619594574, 0.5405694246292114, 0.6803235411643982, 0.6803560256958008, 0.7238075137138367, 0.684776782989502, 0.6276801824569702, 0.6810774803161621, 0.5416066646575928, 0.5990853309631348, 0.750606894493103]
